artist_a,artist_b,artist_a_key,artist_b_key,category,affinity_score,difficulty_score,shared_traits,conflict_signals,effect_on_prompt_generation,what_models_struggle_with,inference_basis
Franz Marc,Vincent Van Gogh,franz_marc,vincent_van_gogh,complementary,32,27,['cool palette bias'],[],Prompt can fuse shared cool palette bias with symbolic or dream logic and visual direction. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Franz Marc,William-Adolphe Bouguereau,franz_marc,william_adolphe_bouguereau,tense-but-usable,18,56,['cool palette bias'],['literal depiction vs dream-symbol logic'],"Prompt should assign ownership explicitly, usually letting one artist drive symbolic or dream logic and the other drive grounded realism and portrait-first staging. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Franz Marc,William Blake,franz_marc,william_blake,complementary,87,18,"['cool palette bias', 'symbolic or dream logic', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, symbolic or dream logic with symbolic or dream logic and symbolic or dream logic and line-led drawing control. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Franz Marc,Winslow Homer,franz_marc,winslow_homer,tense-but-usable,20,55,['cool palette bias'],['literal depiction vs dream-symbol logic'],"Prompt should assign ownership explicitly, usually letting one artist drive symbolic or dream logic and the other drive grounded realism and portrait-first staging. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Frederic Leighton,frederic_bazille,frederic_leighton,complementary,58,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Georges de La Tour,frederic_bazille,georges_de_la_tour,complementary,59,18,"['portrait-first staging', 'warm palette bias']",[],"Prompt can fuse shared portrait-first staging, warm palette bias with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Georges Seurat,frederic_bazille,georges_seurat,tense-but-usable,0,66,[],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Gilbert Stuart,frederic_bazille,gilbert_stuart,complementary,59,18,"['portrait-first staging', 'warm palette bias']",[],"Prompt can fuse shared portrait-first staging, warm palette bias with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Giuseppe Arcimboldo,frederic_bazille,giuseppe_arcimboldo,complementary,30,28,['portrait-first staging'],[],Prompt can fuse shared portrait-first staging with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Grant Wood,frederic_bazille,grant_wood,complementary,29,28,['cool palette bias'],[],Prompt can fuse shared cool palette bias with soft atmospheric transitions and portrait-first staging and grounded realism. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Guido Reni,frederic_bazille,guido_reni,complementary,86,18,"['cool palette bias', 'portrait-first staging', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, portrait-first staging with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Gustav Doré,frederic_bazille,gustav_dore,tense-but-usable,0,66,[],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive symbolic or dream logic and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Gustav Klimt,frederic_bazille,gustav_klimt,complementary,58,18,"['portrait-first staging', 'soft atmospheric transitions']",[],"Prompt can fuse shared portrait-first staging, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and ornamental decorative design. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Gustave Caillebotte,frederic_bazille,gustave_caillebotte,complementary,28,29,['cool palette bias'],[],Prompt can fuse shared cool palette bias with soft atmospheric transitions and portrait-first staging and grounded realism. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Gustave Courbet,frederic_bazille,gustave_courbet,complementary,29,28,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and portrait-first staging and grounded realism. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Hans Holbein the Younger,frederic_bazille,hans_holbein_the_younger,tense-but-usable,47,41,"['cool palette bias', 'portrait-first staging']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive grounded realism and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Henri de Toulouse-Lautrec,frederic_bazille,henri_de_toulouse_lautrec,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Henri Matisse,frederic_bazille,henri_matisse,complementary,87,18,"['soft atmospheric transitions', 'rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared soft atmospheric transitions, rough tactile paint with soft atmospheric transitions and portrait-first staging and ornamental decorative design and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Henri Rousseau,frederic_bazille,henri_rousseau,complementary,28,29,['warm palette bias'],[],Prompt can fuse shared warm palette bias with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and organic flowing forms. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Herbert Draper,frederic_bazille,herbert_draper,tense-but-usable,100,40,"['cool palette bias', 'portrait-first staging', 'soft atmospheric transitions', 'warm palette bias']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive grounded realism and symbolic or dream logic. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Hokusai,frederic_bazille,hokusai,tense-but-usable,47,41,"['cool palette bias', 'warm palette bias']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive graphic/print discipline and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Ivan Aivazovsky,frederic_bazille,ivan_aivazovsky,complementary,87,18,"['cool palette bias', 'soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and soft atmospheric transitions and organic flowing forms. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,J. C. Leyendecker,frederic_bazille,j_c_leyendecker,complementary,56,18,"['portrait-first staging', 'rough tactile paint']",[],"Prompt can fuse shared portrait-first staging, rough tactile paint with soft atmospheric transitions and portrait-first staging and grounded realism and graphic/print discipline. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jacques-Louis David,frederic_bazille,jacques_louis_david,tense-but-usable,49,40,"['cool palette bias', 'warm palette bias']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,James Abbott McNeill Whistler,frederic_bazille,james_abbott_mcneill_whistler,complementary,56,18,"['cool palette bias', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and abstraction/geometric reduction and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jean-Auguste-Dominique Ingres,frederic_bazille,jean_auguste_dominique_ingres,tense-but-usable,46,41,"['cool palette bias', 'portrait-first staging']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive line-led drawing control and portrait-first staging. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jean-Baptiste-Siméon Chardin,frederic_bazille,jean_baptiste_simeon_chardin,complementary,87,18,"['soft atmospheric transitions', 'rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared soft atmospheric transitions, rough tactile paint with soft atmospheric transitions and portrait-first staging and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jean-François Millet,frederic_bazille,jean_francois_millet,complementary,31,27,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and portrait-first staging and visual direction. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jean-Honoré Fragonard,frederic_bazille,jean_honore_fragonard,complementary,58,18,"['rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared rough tactile paint, warm palette bias with soft atmospheric transitions and portrait-first staging and ornamental decorative design. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jean-Léon Gérôme,frederic_bazille,jean_leon_gerome,complementary,58,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and grounded realism and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Joaquín Sorolla,frederic_bazille,joaquin_sorolla,complementary,59,18,"['cool palette bias', 'rough tactile paint']",[],"Prompt can fuse shared cool palette bias, rough tactile paint with soft atmospheric transitions and portrait-first staging and organic flowing forms. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Johannes Vermeer,frederic_bazille,johannes_vermeer,complementary,59,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and visual direction. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John Atkinson Grimshaw,frederic_bazille,john_atkinson_grimshaw,complementary,87,18,"['cool palette bias', 'soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John Collier,frederic_bazille,john_collier,complementary,58,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John Everett Millais,frederic_bazille,john_everett_millais,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John Singer Sargent,frederic_bazille,john_singer_sargent,complementary,58,18,"['portrait-first staging', 'rough tactile paint']",[],"Prompt can fuse shared portrait-first staging, rough tactile paint with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John William Godward,frederic_bazille,john_william_godward,complementary,100,18,"['cool palette bias', 'portrait-first staging', 'soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, portrait-first staging with soft atmospheric transitions and portrait-first staging and ornamental decorative design and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,John William Waterhouse,frederic_bazille,john_william_waterhouse,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Joseph Mallord William Turner,frederic_bazille,joseph_mallord_william_turner,near-overlap,100,18,"['cool palette bias', 'soft atmospheric transitions', 'rough tactile paint', 'warm palette bias']",[],"These artists already share cool palette bias, soft atmospheric transitions. Prompt language can usually compress into one primary lane without losing much.",Main risk is over-compression: the model may collapse the blend into one artist and flatten the distinction.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jules Breton,frederic_bazille,jules_breton,complementary,89,18,"['portrait-first staging', 'soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared portrait-first staging, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and soft atmospheric transitions and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jules-Cyrille Cavé,frederic_bazille,jules_cyrille_cave,complementary,84,18,"['cool palette bias', 'portrait-first staging', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, portrait-first staging with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and ornamental decorative design. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Jules Lefebvre,frederic_bazille,jules_lefebvre,complementary,55,18,"['portrait-first staging', 'soft atmospheric transitions']",[],"Prompt can fuse shared portrait-first staging, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and grounded realism and symbolic or dream logic. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Kay Nielsen,frederic_bazille,kay_nielsen,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Lawrence Alma-Tadema,frederic_bazille,lawrence_alma_tadema,complementary,58,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and visual direction. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Léon Bonnat,frederic_bazille,leon_bonnat,complementary,57,18,"['portrait-first staging', 'rough tactile paint']",[],"Prompt can fuse shared portrait-first staging, rough tactile paint with soft atmospheric transitions and portrait-first staging and grounded realism and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Leonardo da Vinci,frederic_bazille,leonardo_da_vinci,complementary,28,29,['soft atmospheric transitions'],[],Prompt can fuse shared soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and grounded realism and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Lionel Royer,frederic_bazille,lionel_royer,complementary,57,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and grounded realism and symbolic or dream logic. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Louis Jean François Lagrenée,frederic_bazille,louis_jean_francois_lagrenee,complementary,83,18,"['cool palette bias', 'portrait-first staging', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, portrait-first staging with soft atmospheric transitions and portrait-first staging and grounded realism and symbolic or dream logic. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Louis-Léopold Boilly,frederic_bazille,louis_leopold_boilly,complementary,29,28,['portrait-first staging'],[],Prompt can fuse shared portrait-first staging with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Mary Cassatt,frederic_bazille,mary_cassatt,complementary,87,18,"['cool palette bias', 'soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and grounded realism and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Michelangelo Buonarroti,frederic_bazille,michelangelo_buonarroti,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,N. C. Wyeth,frederic_bazille,n_c_wyeth,complementary,89,18,"['portrait-first staging', 'rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared portrait-first staging, rough tactile paint with soft atmospheric transitions and portrait-first staging and portrait-first staging and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Norman Rockwell,frederic_bazille,norman_rockwell,complementary,86,18,"['soft atmospheric transitions', 'rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared soft atmospheric transitions, rough tactile paint with soft atmospheric transitions and portrait-first staging and grounded realism and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Odilon Redon,frederic_bazille,odilon_redon,complementary,57,18,"['soft atmospheric transitions', 'warm palette bias']",[],"Prompt can fuse shared soft atmospheric transitions, warm palette bias with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Pablo Picasso,frederic_bazille,pablo_picasso,tense-but-usable,18,56,['cool palette bias'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive abstraction/geometric reduction and graphic/print discipline. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Paul Cézanne,frederic_bazille,paul_cezanne,complementary,58,18,"['rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared rough tactile paint, warm palette bias with soft atmospheric transitions and portrait-first staging and abstraction/geometric reduction. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Paul Delaroche,frederic_bazille,paul_delaroche,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Paul Gauguin,frederic_bazille,paul_gauguin,tense-but-usable,0,66,[],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive symbolic or dream logic and ornamental decorative design. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Paul Klee,frederic_bazille,paul_klee,tense-but-usable,18,56,['warm palette bias'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive symbolic or dream logic and abstraction/geometric reduction. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Paul Signac,frederic_bazille,paul_signac,complementary,61,18,"['cool palette bias', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Peter Paul Rubens,frederic_bazille,peter_paul_rubens,complementary,29,28,['warm palette bias'],[],Prompt can fuse shared warm palette bias with soft atmospheric transitions and portrait-first staging and grounded realism and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
